Mod:Item:MetaData, Localized Name
gregtech5:gt.blockores:17933, gt.blockores.17933.name
gregtech5:gt.blockores:18933, gt.blockores.18933.name
gregtech5:gt.blockores:19933, gt.blockores.19933.name
gregtech5:gt.blockores:20933, gt.blockores.20933.name
gregtech5:gt.blockores:21933, gt.blockores.21933.name
gregtech5:gt.blockores:22933, gt.blockores.22933.name
gregtech5:gt.blockores:934, gt.blockores.934.name
gregtech5:gt.blockores:1934, gt.blockores.1934.name
gregtech5:gt.blockores:2934, gt.blockores.2934.name
gregtech5:gt.blockores:3934, gt.blockores.3934.name
gregtech5:gt.blockores:4934, gt.blockores.4934.name
gregtech5:gt.blockores:5934, gt.blockores.5934.name
gregtech5:gt.blockores:6934, gt.blockores.6934.name
gregtech5:gt.blockores:16934, gt.blockores.16934.name
gregtech5:gt.blockores:17934, gt.blockores.17934.name
gregtech5:gt.blockores:18934, gt.blockores.18934.name
gregtech5:gt.blockores:19934, gt.blockores.19934.name
gregtech5:gt.blockores:20934, gt.blockores.20934.name
gregtech5:gt.blockores:21934, gt.blockores.21934.name
gregtech5:gt.blockores:22934, gt.blockores.22934.name
gregtech5:gt.blockores:935, gt.blockores.935.name
gregtech5:gt.blockores:1935, gt.blockores.1935.name
gregtech5:gt.blockores:2935, gt.blockores.2935.name
gregtech5:gt.blockores:3935, gt.blockores.3935.name
gregtech5:gt.blockores:4935, gt.blockores.4935.name
gregtech5:gt.blockores:5935, gt.blockores.5935.name
gregtech5:gt.blockores:6935, gt.blockores.6935.name
gregtech5:gt.blockores:16935, gt.blockores.16935.name
gregtech5:gt.blockores:17935, gt.blockores.17935.name
gregtech5:gt.blockores:18935, gt.blockores.18935.name
gregtech5:gt.blockores:19935, gt.blockores.19935.name
gregtech5:gt.blockores:20935, gt.blockores.20935.name
gregtech5:gt.blockores:21935, gt.blockores.21935.name
gregtech5:gt.blockores:22935, gt.blockores.22935.name
gregtech5:gt.blockores:936, gt.blockores.936.name
gregtech5:gt.blockores:1936, gt.blockores.1936.name
gregtech5:gt.blockores:2936, gt.blockores.2936.name
gregtech5:gt.blockores:3936, gt.blockores.3936.name
gregtech5:gt.blockores:4936, gt.blockores.4936.name
gregtech5:gt.blockores:5936, gt.blockores.5936.name
gregtech5:gt.blockores:6936, gt.blockores.6936.name
gregtech5:gt.blockores:16936, gt.blockores.16936.name
gregtech5:gt.blockores:17936, gt.blockores.17936.name
gregtech5:gt.blockores:18936, gt.blockores.18936.name
gregtech5:gt.blockores:19936, gt.blockores.19936.name
gregtech5:gt.blockores:20936, gt.blockores.20936.name
gregtech5:gt.blockores:21936, gt.blockores.21936.name
gregtech5:gt.blockores:22936, gt.blockores.22936.name
gregtech5:gt.blockores:937, gt.blockores.937.name
gregtech5:gt.blockores:1937, gt.blockores.1937.name
gregtech5:gt.blockores:2937, gt.blockores.2937.name
gregtech5:gt.blockores:3937, gt.blockores.3937.name
gregtech5:gt.blockores:4937, gt.blockores.4937.name
gregtech5:gt.blockores:5937, gt.blockores.5937.name
gregtech5:gt.blockores:6937, gt.blockores.6937.name
gregtech5:gt.blockores:16937, gt.blockores.16937.name
gregtech5:gt.blockores:17937, gt.blockores.17937.name
gregtech5:gt.blockores:18937, gt.blockores.18937.name
gregtech5:gt.blockores:19937, gt.blockores.19937.name
gregtech5:gt.blockores:20937, gt.blockores.20937.name
gregtech5:gt.blockores:21937, gt.blockores.21937.name
gregtech5:gt.blockores:22937, gt.blockores.22937.name
gregtech5:gt.blockores:938, gt.blockores.938.name
gregtech5:gt.blockores:1938, gt.blockores.1938.name
gregtech5:gt.blockores:2938, gt.blockores.2938.name
gregtech5:gt.blockores:3938, gt.blockores.3938.name
gregtech5:gt.blockores:4938, gt.blockores.4938.name
gregtech5:gt.blockores:5938, gt.blockores.5938.name
gregtech5:gt.blockores:6938, gt.blockores.6938.name
gregtech5:gt.blockores:16938, gt.blockores.16938.name
gregtech5:gt.blockores:17938, gt.blockores.17938.name
gregtech5:gt.blockores:18938, gt.blockores.18938.name
gregtech5:gt.blockores:19938, gt.blockores.19938.name
gregtech5:gt.blockores:20938, gt.blockores.20938.name
gregtech5:gt.blockores:21938, gt.blockores.21938.name
gregtech5:gt.blockores:22938, gt.blockores.22938.name
gregtech5:gt.blockores:939, gt.blockores.939.name
gregtech5:gt.blockores:1939, gt.blockores.1939.name
gregtech5:gt.blockores:2939, gt.blockores.2939.name
gregtech5:gt.blockores:3939, gt.blockores.3939.name
gregtech5:gt.blockores:4939, gt.blockores.4939.name
gregtech5:gt.blockores:5939, gt.blockores.5939.name
gregtech5:gt.blockores:6939, gt.blockores.6939.name
gregtech5:gt.blockores:16939, gt.blockores.16939.name
gregtech5:gt.blockores:17939, gt.blockores.17939.name
gregtech5:gt.blockores:18939, gt.blockores.18939.name
gregtech5:gt.blockores:19939, gt.blockores.19939.name
gregtech5:gt.blockores:20939, gt.blockores.20939.name
gregtech5:gt.blockores:21939, gt.blockores.21939.name
gregtech5:gt.blockores:22939, gt.blockores.22939.name
gregtech5:gt.blockores:941, gt.blockores.941.name
gregtech5:gt.blockores:1941, gt.blockores.1941.name
gregtech5:gt.blockores:2941, gt.blockores.2941.name
gregtech5:gt.blockores:3941, gt.blockores.3941.name
gregtech5:gt.blockores:4941, gt.blockores.4941.name
gregtech5:gt.blockores:5941, gt.blockores.5941.name
gregtech5:gt.blockores:6941, gt.blockores.6941.name
gregtech5:gt.blockores:16941, gt.blockores.16941.name
gregtech5:gt.blockores:17941, gt.blockores.17941.name
gregtech5:gt.blockores:18941, gt.blockores.18941.name
gregtech5:gt.blockores:19941, gt.blockores.19941.name
gregtech5:gt.blockores:20941, gt.blockores.20941.name
gregtech5:gt.blockores:21941, gt.blockores.21941.name
gregtech5:gt.blockores:22941, gt.blockores.22941.name
gregtech5:gt.blockores:942, gt.blockores.942.name
gregtech5:gt.blockores:1942, gt.blockores.1942.name
gregtech5:gt.blockores:2942, gt.blockores.2942.name
gregtech5:gt.blockores:3942, gt.blockores.3942.name
gregtech5:gt.blockores:4942, gt.blockores.4942.name
gregtech5:gt.blockores:5942, gt.blockores.5942.name
gregtech5:gt.blockores:6942, gt.blockores.6942.name
gregtech5:gt.blockores:16942, gt.blockores.16942.name
gregtech5:gt.blockores:17942, gt.blockores.17942.name
gregtech5:gt.blockores:18942, gt.blockores.18942.name
gregtech5:gt.blockores:19942, gt.blockores.19942.name
gregtech5:gt.blockores:20942, gt.blockores.20942.name
gregtech5:gt.blockores:21942, gt.blockores.21942.name
gregtech5:gt.blockores:22942, gt.blockores.22942.name
gregtech5:gt.blockores:943, gt.blockores.943.name
gregtech5:gt.blockores:1943, gt.blockores.1943.name
gregtech5:gt.blockores:2943, gt.blockores.2943.name
gregtech5:gt.blockores:3943, gt.blockores.3943.name
gregtech5:gt.blockores:4943, gt.blockores.4943.name
gregtech5:gt.blockores:5943, gt.blockores.5943.name
gregtech5:gt.blockores:6943, gt.blockores.6943.name
gregtech5:gt.blockores:16943, gt.blockores.16943.name
gregtech5:gt.blockores:17943, gt.blockores.17943.name
gregtech5:gt.blockores:18943, gt.blockores.18943.name
gregtech5:gt.blockores:19943, gt.blockores.19943.name
gregtech5:gt.blockores:20943, gt.blockores.20943.name
gregtech5:gt.blockores:21943, gt.blockores.21943.name
gregtech5:gt.blockores:22943, gt.blockores.22943.name
gregtech5:gt.blockores:944, gt.blockores.944.name
gregtech5:gt.blockores:1944, gt.blockores.1944.name
gregtech5:gt.blockores:2944, gt.blockores.2944.name
gregtech5:gt.blockores:3944, gt.blockores.3944.name
gregtech5:gt.blockores:4944, gt.blockores.4944.name
gregtech5:gt.blockores:5944, gt.blockores.5944.name
gregtech5:gt.blockores:6944, gt.blockores.6944.name
gregtech5:gt.blockores:16944, gt.blockores.16944.name
gregtech5:gt.blockores:17944, gt.blockores.17944.name
gregtech5:gt.blockores:18944, gt.blockores.18944.name
gregtech5:gt.blockores:19944, gt.blockores.19944.name
gregtech5:gt.blockores:20944, gt.blockores.20944.name
gregtech5:gt.blockores:21944, gt.blockores.21944.name
gregtech5:gt.blockores:22944, gt.blockores.22944.name
gregtech5:gt.blockores:945, gt.blockores.945.name
gregtech5:gt.blockores:1945, gt.blockores.1945.name
gregtech5:gt.blockores:2945, gt.blockores.2945.name
gregtech5:gt.blockores:3945, gt.blockores.3945.name
gregtech5:gt.blockores:4945, gt.blockores.4945.name
gregtech5:gt.blockores:5945, gt.blockores.5945.name
gregtech5:gt.blockores:6945, gt.blockores.6945.name
gregtech5:gt.blockores:16945, gt.blockores.16945.name
gregtech5:gt.blockores:17945, gt.blockores.17945.name
gregtech5:gt.blockores:18945, gt.blockores.18945.name
gregtech5:gt.blockores:19945, gt.blockores.19945.name
gregtech5:gt.blockores:20945, gt.blockores.20945.name
gregtech5:gt.blockores:21945, gt.blockores.21945.name
gregtech5:gt.blockores:22945, gt.blockores.22945.name
gregtech5:gt.blockores:946, gt.blockores.946.name
gregtech5:gt.blockores:1946, gt.blockores.1946.name
gregtech5:gt.blockores:2946, gt.blockores.2946.name
gregtech5:gt.blockores:3946, gt.blockores.3946.name
gregtech5:gt.blockores:4946, gt.blockores.4946.name
gregtech5:gt.blockores:5946, gt.blockores.5946.name
gregtech5:gt.blockores:6946, gt.blockores.6946.name
gregtech5:gt.blockores:16946, gt.blockores.16946.name
gregtech5:gt.blockores:17946, gt.blockores.17946.name
gregtech5:gt.blockores:18946, gt.blockores.18946.name
gregtech5:gt.blockores:19946, gt.blockores.19946.name
gregtech5:gt.blockores:20946, gt.blockores.20946.name
gregtech5:gt.blockores:21946, gt.blockores.21946.name
gregtech5:gt.blockores:22946, gt.blockores.22946.name
gregtech5:gt.blockores:948, gt.blockores.948.name
gregtech5:gt.blockores:1948, gt.blockores.1948.name
gregtech5:gt.blockores:2948, gt.blockores.2948.name
gregtech5:gt.blockores:3948, gt.blockores.3948.name
gregtech5:gt.blockores:4948, gt.blockores.4948.name
gregtech5:gt.blockores:5948, gt.blockores.5948.name
gregtech5:gt.blockores:6948, gt.blockores.6948.name
gregtech5:gt.blockores:16948, gt.blockores.16948.name
gregtech5:gt.blockores:17948, gt.blockores.17948.name
gregtech5:gt.blockores:18948, gt.blockores.18948.name
gregtech5:gt.blockores:19948, gt.blockores.19948.name
gregtech5:gt.blockores:20948, gt.blockores.20948.name
gregtech5:gt.blockores:21948, gt.blockores.21948.name
gregtech5:gt.blockores:22948, gt.blockores.22948.name
gregtech5:gt.blockores:949, gt.blockores.949.name
gregtech5:gt.blockores:1949, gt.blockores.1949.name
gregtech5:gt.blockores:2949, gt.blockores.2949.name
gregtech5:gt.blockores:3949, gt.blockores.3949.name
gregtech5:gt.blockores:4949, gt.blockores.4949.name
gregtech5:gt.blockores:5949, gt.blockores.5949.name
gregtech5:gt.blockores:6949, gt.blockores.6949.name
gregtech5:gt.blockores:16949, gt.blockores.16949.name
gregtech5:gt.blockores:17949, gt.blockores.17949.name
gregtech5:gt.blockores:18949, gt.blockores.18949.name
gregtech5:gt.blockores:19949, gt.blockores.19949.name
gregtech5:gt.blockores:20949, gt.blockores.20949.name
gregtech5:gt.blockores:21949, gt.blockores.21949.name
gregtech5:gt.blockores:22949, gt.blockores.22949.name
gregtech5:gt.blockores:951, gt.blockores.951.name
gregtech5:gt.blockores:1951, gt.blockores.1951.name
gregtech5:gt.blockores:2951, gt.blockores.2951.name
gregtech5:gt.blockores:3951, gt.blockores.3951.name
gregtech5:gt.blockores:4951, gt.blockores.4951.name
gregtech5:gt.blockores:5951, gt.blockores.5951.name
gregtech5:gt.blockores:6951, gt.blockores.6951.name
gregtech5:gt.blockores:16951, gt.blockores.16951.name
gregtech5:gt.blockores:17951, gt.blockores.17951.name
gregtech5:gt.blockores:18951, gt.blockores.18951.name
gregtech5:gt.blockores:19951, gt.blockores.19951.name
gregtech5:gt.blockores:20951, gt.blockores.20951.name
gregtech5:gt.blockores:21951, gt.blockores.21951.name
gregtech5:gt.blockores:22951, gt.blockores.22951.name
gregtech5:gt.blockores:952, gt.blockores.952.name
gregtech5:gt.blockores:1952, gt.blockores.1952.name
gregtech5:gt.blockores:2952, gt.blockores.2952.name
gregtech5:gt.blockores:3952, gt.blockores.3952.name
gregtech5:gt.blockores:4952, gt.blockores.4952.name
gregtech5:gt.blockores:5952, gt.blockores.5952.name
gregtech5:gt.blockores:6952, gt.blockores.6952.name
gregtech5:gt.blockores:16952, gt.blockores.16952.name
gregtech5:gt.blockores:17952, gt.blockores.17952.name
gregtech5:gt.blockores:18952, gt.blockores.18952.name
gregtech5:gt.blockores:19952, gt.blockores.19952.name
gregtech5:gt.blockores:20952, gt.blockores.20952.name
gregtech5:gt.blockores:21952, gt.blockores.21952.name
gregtech5:gt.blockores:22952, gt.blockores.22952.name
gregtech5:gt.blockores:954, gt.blockores.954.name
gregtech5:gt.blockores:1954, gt.blockores.1954.name
gregtech5:gt.blockores:2954, gt.blockores.2954.name
gregtech5:gt.blockores:3954, gt.blockores.3954.name
gregtech5:gt.blockores:4954, gt.blockores.4954.name
gregtech5:gt.blockores:5954, gt.blockores.5954.name
gregtech5:gt.blockores:6954, gt.blockores.6954.name
gregtech5:gt.blockores:16954, gt.blockores.16954.name
gregtech5:gt.blockores:17954, gt.blockores.17954.name
gregtech5:gt.blockores:18954, gt.blockores.18954.name
gregtech5:gt.blockores:19954, gt.blockores.19954.name
gregtech5:gt.blockores:20954, gt.blockores.20954.name
gregtech5:gt.blockores:21954, gt.blockores.21954.name
gregtech5:gt.blockores:22954, gt.blockores.22954.name
gregtech5:gt.blockores:955, gt.blockores.955.name
gregtech5:gt.blockores:1955, gt.blockores.1955.name
gregtech5:gt.blockores:2955, gt.blockores.2955.name
gregtech5:gt.blockores:3955, gt.blockores.3955.name
gregtech5:gt.blockores:4955, gt.blockores.4955.name
gregtech5:gt.blockores:5955, gt.blockores.5955.name
gregtech5:gt.blockores:6955, gt.blockores.6955.name
gregtech5:gt.blockores:16955, gt.blockores.16955.name
gregtech5:gt.blockores:17955, gt.blockores.17955.name
gregtech5:gt.blockores:18955, gt.blockores.18955.name
gregtech5:gt.blockores:19955, gt.blockores.19955.name
gregtech5:gt.blockores:20955, gt.blockores.20955.name
gregtech5:gt.blockores:21955, gt.blockores.21955.name
gregtech5:gt.blockores:22955, gt.blockores.22955.name
gregtech5:gt.blockores:957, gt.blockores.957.name
gregtech5:gt.blockores:1957, gt.blockores.1957.name
gregtech5:gt.blockores:2957, gt.blockores.2957.name
gregtech5:gt.blockores:3957, gt.blockores.3957.name
gregtech5:gt.blockores:4957, gt.blockores.4957.name
gregtech5:gt.blockores:5957, gt.blockores.5957.name
gregtech5:gt.blockores:6957, gt.blockores.6957.name
gregtech5:gt.blockores:16957, gt.blockores.16957.name
gregtech5:gt.blockores:17957, gt.blockores.17957.name
gregtech5:gt.blockores:18957, gt.blockores.18957.name
gregtech5:gt.blockores:19957, gt.blockores.19957.name
gregtech5:gt.blockores:20957, gt.blockores.20957.name
gregtech5:gt.blockores:21957, gt.blockores.21957.name
gregtech5:gt.blockores:22957, gt.blockores.22957.name
gregtech5:gt.blockores:958, gt.blockores.958.name
gregtech5:gt.blockores:1958, gt.blockores.1958.name
gregtech5:gt.blockores:2958, gt.blockores.2958.name
gregtech5:gt.blockores:3958, gt.blockores.3958.name
gregtech5:gt.blockores:4958, gt.blockores.4958.name
gregtech5:gt.blockores:5958, gt.blockores.5958.name
gregtech5:gt.blockores:6958, gt.blockores.6958.name
gregtech5:gt.blockores:16958, gt.blockores.16958.name
gregtech5:gt.blockores:17958, gt.blockores.17958.name
gregtech5:gt.blockores:18958, gt.blockores.18958.name
gregtech5:gt.blockores:19958, gt.blockores.19958.name
gregtech5:gt.blockores:20958, gt.blockores.20958.name
gregtech5:gt.blockores:21958, gt.blockores.21958.name
gregtech5:gt.blockores:22958, gt.blockores.22958.name
gregtech5:gt.blockores:959, gt.blockores.959.name
gregtech5:gt.blockores:1959, gt.blockores.1959.name
gregtech5:gt.blockores:2959, gt.blockores.2959.name
gregtech5:gt.blockores:3959, gt.blockores.3959.name
gregtech5:gt.blockores:4959, gt.blockores.4959.name
gregtech5:gt.blockores:5959, gt.blockores.5959.name
gregtech5:gt.blockores:6959, gt.blockores.6959.name
gregtech5:gt.blockores:16959, gt.blockores.16959.name
gregtech5:gt.blockores:17959, gt.blockores.17959.name
gregtech5:gt.blockores:18959, gt.blockores.18959.name
gregtech5:gt.blockores:19959, gt.blockores.19959.name
gregtech5:gt.blockores:20959, gt.blockores.20959.name
gregtech5:gt.blockores:21959, gt.blockores.21959.name
gregtech5:gt.blockores:22959, gt.blockores.22959.name
gregtech5:gt.blockores:960, gt.blockores.960.name
gregtech5:gt.blockores:1960, gt.blockores.1960.name
gregtech5:gt.blockores:2960, gt.blockores.2960.name
gregtech5:gt.blockores:3960, gt.blockores.3960.name
gregtech5:gt.blockores:4960, gt.blockores.4960.name
gregtech5:gt.blockores:5960, gt.blockores.5960.name
gregtech5:gt.blockores:6960, gt.blockores.6960.name
gregtech5:gt.blockores:16960, gt.blockores.16960.name
gregtech5:gt.blockores:17960, gt.blockores.17960.name
gregtech5:gt.blockores:18960, gt.blockores.18960.name
gregtech5:gt.blockores:19960, gt.blockores.19960.name
gregtech5:gt.blockores:20960, gt.blockores.20960.name
gregtech5:gt.blockores:21960, gt.blockores.21960.name
gregtech5:gt.blockores:22960, gt.blockores.22960.name
gregtech5:gt.blockores:961, gt.blockores.961.name
gregtech5:gt.blockores:1961, gt.blockores.1961.name
gregtech5:gt.blockores:2961, gt.blockores.2961.name
gregtech5:gt.blockores:3961, gt.blockores.3961.name
gregtech5:gt.blockores:4961, gt.blockores.4961.name
gregtech5:gt.blockores:5961, gt.blockores.5961.name
gregtech5:gt.blockores:6961, gt.blockores.6961.name
gregtech5:gt.blockores:16961, gt.blockores.16961.name
gregtech5:gt.blockores:17961, gt.blockores.17961.name
gregtech5:gt.blockores:18961, gt.blockores.18961.name
gregtech5:gt.blockores:19961, gt.blockores.19961.name
gregtech5:gt.blockores:20961, gt.blockores.20961.name
gregtech5:gt.blockores:21961, gt.blockores.21961.name
gregtech5:gt.blockores:22961, gt.blockores.22961.name
gregtech5:gt.blockores:962, gt.blockores.962.name
gregtech5:gt.blockores:1962, gt.blockores.1962.name
gregtech5:gt.blockores:2962, gt.blockores.2962.name
gregtech5:gt.blockores:3962, gt.blockores.3962.name
gregtech5:gt.blockores:4962, gt.blockores.4962.name
gregtech5:gt.blockores:5962, gt.blockores.5962.name
gregtech5:gt.blockores:6962, gt.blockores.6962.name
gregtech5:gt.blockores:16962, gt.blockores.16962.name
gregtech5:gt.blockores:17962, gt.blockores.17962.name
gregtech5:gt.blockores:18962, gt.blockores.18962.name
gregtech5:gt.blockores:19962, gt.blockores.19962.name
gregtech5:gt.blockores:20962, gt.blockores.20962.name
gregtech5:gt.blockores:21962, gt.blockores.21962.name
gregtech5:gt.blockores:22962, gt.blockores.22962.name
gregtech5:gt.blockores:963, gt.blockores.963.name
gregtech5:gt.blockores:1963, gt.blockores.1963.name
gregtech5:gt.blockores:2963, gt.blockores.2963.name
gregtech5:gt.blockores:3963, gt.blockores.3963.name
gregtech5:gt.blockores:4963, gt.blockores.4963.name
gregtech5:gt.blockores:5963, gt.blockores.5963.name
gregtech5:gt.blockores:6963, gt.blockores.6963.name
gregtech5:gt.blockores:16963, gt.blockores.16963.name
gregtech5:gt.blockores:17963, gt.blockores.17963.name
